"CustomerID,Churn_Probability_%"
"5345-BMKWB,13.6"
"5439-WIKXB,13.6"
"2799-ARNLO,13.6"
"0512-FLFDW,13.6"
"8259-NFJTV,13.6"
"2203-GHNWN,13.6"
"5149-TGWDZ,13.6"
"5186-EJEGL,13.6"
"5960-MVTUK,13.6"
"5173-WXOQV,13.6"
"8212-CRQXP,13.6"
"8707-RMEZH,13.6"
"1104-TNLZA,13.6"
"4176-FXYBO,13.4"
"0030-FNXPP,13.4"
"2560-PPCHE,13.4"
"5647-FXOTP,13.4"
"0191-ZHSKZ,13.4"
"2874-YXVVA,13.4"
"6198-PNNSZ,13.4"
"7072-MBHEV,13.4"
"7841-FCRQD,13.4"
"0668-OGMHD,13.4"
"6734-CKRSM,13.4"
"0258-NOKBL,13.4"
"9837-FWLCH,13.4"
"6838-YAUVY,13.4"
"0106-GHRQR,13.4"
"2720-FVBQP,13.4"
"6339-YPSAH,13.4"
"5133-VRSAB,13.4"
"9777-WJJPR,13.4"
"9505-SQFSW,13.4"
"2712-SYWAY,13.4"
"6917-IAYHD,13.2"
"4450-YOOHP,13.2"
"0319-QZTCO,13.2"
"6745-JEFZB,13.2"
"9281-PKKZE,13.2"
"3569-EDBPQ,13.2"
"2770-NSVDG,13.2"
"9688-YGXVR,13.2"
"7813-ZGGAW,13.2"
"1635-FJFCC,13.2"
"7634-WSWDB,13.2"
"3733-LSYCE,13.2"
"6180-YBIQI,13.2"
"2858-EIMXH,13.2"
"9522-BNTHX,13.2"
"1395-OFUWC,13.2"
"4824-GUCBY,13.2"
"3001-UNBTL,13.2"
"1304-BCCFO,13.2"
"2786-GCDPI,13.2"
"5945-AZYHT,13.2"
"6257-RJOHI,13.2"
"0013-MHZWF,13.2"
"6778-YSNIH,13.2"
"1698-XFZCI,13.2"
"2378-VTKDH,13.2"
"9026-LHEVG,13.2"
"8118-TJAFG,13.0"
"1310-QRITU,13.0"
"1098-TDVUQ,13.0"
"0734-OXWBT,13.0"
"1658-TJVOA,13.0"
"5002-GCQFH,13.0"
"9793-WECQC,13.0"
"6583-SZVGP,13.0"
"9389-ACWBI,13.0"
"7404-JLKQG,13.0"
"5118-MUEYH,13.0"
"4115-NZRKS,13.0"
"4320-QMLLA,13.0"
"3855-ONCAR,13.0"
"8847-GEOOQ,13.0"
"6429-SHBCB,13.0"
"6563-VNPMN,13.0"
"5447-WZAFP,12.8"
"0237-YFUTL,12.8"
"8149-AIQCG,12.8"
"7526-IVLYU,12.8"
"6896-SRVYQ,12.8"
"4109-CYRBD,12.8"
"4685-ERGHK,12.8"
"3692-JHONH,12.8"
"5732-IKGQH,12.8"
"9036-CSKBW,12.8"
"6728-CZFEI,12.8"
"9355-NPPFS,12.8"
"8782-LKFPK,12.8"
"5527-ACHSO,12.8"
"7801-KICAO,12.8"
"1399-UBQIU,12.8"
"5088-QZLRL,12.73"
"7395-XWZOY,12.6"
"6137-MFAJN,12.6"
"1216-BGTSP,12.6"
"2585-KTFRE,12.6"
"6486-LHTMA,12.6"
"6988-CJEYV,12.6"
"1564-HJUVY,12.6"
"5663-QBGIS,12.6"
"4811-JBUVU,12.6"
"2750-BJLSB,12.6"
"7351-MHQVU,12.6"
"2654-VBVPB,12.6"
"1475-VWVDO,12.6"
"3191-CSNMG,12.6"
"9795-VOWON,12.6"
"9822-WMWVG,12.6"
"7748-UMTRK,12.6"
"2897-DOVND,12.6"
"5461-QKNTN,12.4"
"8993-IZEUX,12.4"
"2452-SNHFZ,12.4"
"5897-ZYEKH,12.4"
"2615-YVMYX,12.4"
"0641-EVBOJ,12.4"
"4832-VRBMR,12.4"
"5778-BVOFB,12.4"
"7521-AFHAB,12.4"
"4360-QRAVE,12.4"
"1091-SOZGA,12.4"
"8535-SFUTN,12.4"
"6345-HOVES,12.4"
"9069-LGEUL,12.4"
"4672-FOTSD,12.2"
"8120-JDCAM,12.2"
"5989-OMNJE,12.2"
"3011-WQKSZ,12.2"
"4568-TTZRT,12.2"
"8404-FYDIB,12.2"
"1024-KPRBB,12.2"
"9643-YBLUR,12.2"
"4324-AHJKS,12.0"
"2190-BCXEC,12.0"
"5575-TPIZQ,12.0"
"7188-CBBBA,12.0"
"0895-LMRSF,12.0"
"0869-PAPRP,12.0"
"8597-CWYHH,12.0"
"0567-GGCAC,12.0"
"3842-QTGDL,12.0"
"6599-SFQVE,12.0"
"0277-BKSQP,12.0"
"0314-TKOSI,12.0"
"8059-UDZFY,12.0"
"8267-KFGYD,12.0"
"7011-CVEUC,12.0"
"4993-JCRGJ,12.0"
"0215-BQKGS,12.0"
"0851-DFJKB,11.8"
"9970-QBCDA,11.8"
"2227-JRSJX,11.8"
"9776-OJUZI,11.8"
"2200-DSAAL,11.8"
"8751-EDEKA,11.8"
"9572-WUKSB,11.8"
"7629-WIXZF,11.8"
"3003-CMDUU,11.8"
"7075-BNDVQ,11.8"
"6145-NNPNO,11.8"
"1942-OQFRW,11.8"
"9873-MNDKV,11.8"
"2346-DJQTB,11.8"
"2122-YWVYA,11.8"
"1329-VHWNP,11.8"
"4468-KAZHE,11.8"
"3987-KQDDU,11.8"
"3873-NFTGI,11.8"
"0265-PSUAE,11.8"
"3853-LYGAM,11.6"
"4061-UKJWL,11.6"
"4998-IKFSE,11.6"
"6968-URWQU,11.6"
"7966-YOTQW,11.6"
"4283-IVYCI,11.6"
"8152-UOBNY,11.6"
"7291-CDTMJ,11.6"
"3537-HPKQT,11.6"
"4524-QCSSM,11.6"
"0696-UKTOX,11.6"
"1116-DXXDF,11.6"
"9812-GHVRI,11.6"
"1320-REHCS,11.6"
"3452-SRFEG,11.6"
"0428-IKYCP,11.6"
"3675-EQOZA,11.6"
"5839-SUYVZ,11.6"
"2070-XYMFH,11.6"
"2049-BAFNW,11.6"
"1818-ESQMW,11.6"
"6743-HHQPF,11.6"
"1629-DQQVB,11.4"
"4801-JZAZL,11.4"
"6897-UUBNU,11.4"
"9481-IEBZY,11.4"
"5626-MGTUK,11.4"
"1950-KSVVJ,11.4"
"5402-HTOTQ,11.4"
"9489-UTFKA,11.4"
"6646-JPPHA,11.4"
"6578-KRMAW,11.4"
"8705-DWKTI,11.4"
"9244-ZVAPM,11.4"
"7519-JTWQH,11.4"
"3113-IWHLC,11.4"
"3717-LNXKW,11.4"
"5697-GOMBF,11.4"
"6941-KXRRV,11.4"
"6967-QIQRV,11.4"
"0898-XCGTF,11.4"
"4710-NKCAW,11.4"
"5198-EFNBM,11.2"
"5555-RNPGT,11.2"
"4612-SSVHJ,11.2"
"5311-IHLEI,11.2"
"7041-TXQJH,11.2"
"4683-WYDOU,11.2"
"5404-GGUKR,11.2"
"7727-SHVZV,11.2"
"6008-NAIXK,11.2"
"1134-YWTYF,11.2"
"2139-FQHLM,11.2"
"7798-JVXYM,11.2"
"7729-JTEEC,11.2"
"9167-APMXZ,11.2"
"8286-AFUYI,11.2"
"9842-EFSYY,11.2"
"9128-CPXKI,11.2"
"4522-AKYLR,11.2"
"7245-NIIWQ,11.2"
"2208-UGTGR,11.2"
"8388-FYNPZ,11.2"
"0550-DCXLH,11.2"
"3374-TTZTK,11.2"
"1307-ATKGB,11.2"
"4238-HFHSN,11.0"
"8620-RJPZN,11.0"
"6806-YDEUL,11.0"
"5686-CMAWK,11.0"
"2272-UOINI,11.0"
"1849-RJYIG,11.0"
"8205-MQUGY,11.0"
"1853-ARAAQ,11.0"
"7208-PSIHR,11.0"
"5433-KYGHE,11.0"
"6572-ADKRS,11.0"
"6447-GORXK,11.0"
"6464-KEXXH,11.0"
"6135-OZQVA,11.0"
"0118-JPNOY,11.0"
"0691-NIKRI,11.0"
"0297-RBCSG,11.0"
"4724-WXVWF,11.0"
"8992-CEUEN,11.0"
"9644-UMGQA,11.0"
"0221-WMXNQ,11.0"
"2266-SJNAT,11.0"
"8404-GFGCZ,11.0"
"6551-GNYDG,11.0"
"2621-UDNLU,10.96"
"5868-YTYKS,10.93"
"0547-HURJB,10.8"
"1697-NVVGY,10.8"
"6458-CYIDZ,10.8"
"2360-RDGRO,10.8"
"6481-ESCNL,10.8"
"0946-FKYTX,10.8"
"4869-EPIUS,10.8"
"5882-CMAZQ,10.8"
"1791-PQHBB,10.8"
"6184-DYUOB,10.8"
"2842-BCQGE,10.8"
"2038-LLMLM,10.8"
"5243-SAOTC,10.8"
"7233-IOQNP,10.8"
"8065-BVEPF,10.8"
"0829-XXPLX,10.8"
"6128-DAFVY,10.8"
"5702-SKUOB,10.8"
"6621-YOBKI,10.8"
"1025-FALIX,10.8"
"6319-QSUSR,10.8"
"6383-ZTSIW,10.8"
"0365-TRTPY,10.8"
"1941-HOSAM,10.6"
"8167-GJLRN,10.6"
"7905-NJMXS,10.6"
"4373-VVHQL,10.6"
"7621-VPNET,10.6"
"3787-TRIAL,10.6"
"2144-BFDSO,10.6"
"2293-IJWPS,10.6"
"5609-IMCGG,10.6"
"1891-QRQSA,10.6"
"7975-TZMLR,10.6"
"5076-YVXCM,10.6"
"8350-NYMVI,10.6"
"6713-OKOMC,10.6"
"5863-OOKCL,10.6"
"3808-HFKDE,10.6"
"6862-CQUMB,10.6"
"8630-FJLIB,10.6"
"6322-PJJDJ,10.6"
"4697-LUPSU,10.44"
"7108-DGVUU,10.4"
"2716-GFZOR,10.4"
"1406-PUQVY,10.4"
"0423-UDIJQ,10.4"
"0665-XHDJU,10.4"
"1763-KUAAW,10.4"
"7905-TVXTA,10.4"
"2604-XVDAM,10.4"
"7129-ACFOG,10.4"
"5298-GSTLM,10.4"
"4029-HPFVY,10.4"
"5222-IMUKT,10.4"
"9828-QHFBK,10.4"
"2586-CWXVV,10.4"
"1251-STYSZ,10.4"
"1386-ZIKUV,10.4"
"1153-GNOLC,10.4"
"3733-ZEECP,10.4"
"9013-AQORL,10.4"
"3597-YASZG,10.4"
"6599-GZWCM,10.4"
"5895-QSXOD,10.4"
"0100-DUVFC,10.4"
"2323-ARSVR,10.4"
"7296-PIXQY,10.4"
"4522-XRWWI,10.4"
"5816-SCGFC,10.4"
"6211-WHMYA,10.2"
"2972-YDYUW,10.2"
"5366-OBVMR,10.2"
"6439-LAJXL,10.2"
"8985-OOPOS,10.2"
"2229-VWQJH,10.2"
"8715-KKTFG,10.2"
"2195-VVRJF,10.2"
"3164-YAXFY,10.2"
"6898-MDLZW,10.2"
"6993-YGFJV,10.2"
"9853-JFZDU,10.2"
"7950-XWOVN,10.2"
"5542-DHSXL,10.2"
"6549-NNDYT,10.2"
"3646-ITDGM,10.2"
"6233-HXJMX,10.2"
"8705-WZCYL,10.2"
"4007-NHVHI,10.2"
"8124-NZVGJ,10.2"
"3058-WQDRE,10.2"
"4256-ZWTZI,10.2"
"7049-GKVZY,10.2"
"0239-OXEXL,10.2"
"1356-MKYSK,10.2"
"9402-CXWPL,10.2"
"7030-NJVDP,10.2"
"0111-KLBQG,10.2"
"6480-YAGIY,10.2"
"3566-VVORZ,10.2"
"0786-IVLAW,10.2"
"2806-MLNTI,10.2"
"8200-KLNYW,10.2"
"3604-WLABM,10.2"
"3323-CPBWR,10.2"
"9142-KZXOP,10.2"
"7129-CAKJW,10.2"
"0929-PECLO,10.2"
"8070-AAWZP,10.0"
"8982-NHAVY,10.0"
"9097-ZUBYC,10.0"
"0872-JCPIB,10.0"
"6968-MHOMU,10.0"
"8189-XRIKE,10.0"
"3621-CHYVB,10.0"
"2027-CWDNU,10.0"
"3644-QXEHN,10.0"
"9670-BPNXF,10.0"
"1465-LNTLJ,10.0"
"2740-TVLFN,10.0"
"7596-LDUXP,10.0"
"5712-AHQNN,10.0"
"4627-MIHJH,10.0"
"6627-CFOSN,10.0"
"2669-OIDSD,10.0"
"8108-UXRQN,10.0"
"0295-QVKPB,10.0"
"1394-SUIUH,10.0"
"3428-MMGUB,10.0"
"6786-OBWQR,10.0"
"0774-IFUVM,10.0"
"8980-WQFWL,10.0"
"4415-WNGVR,10.0"
"4393-RYCRE,10.0"
"1216-JWVUX,10.0"
"3069-SSVSN,10.0"
"3865-QBWSJ,10.0"
"7426-GSWPO,10.0"
"7594-LZNWR,10.0"
"8623-ULFNQ,10.0"
"2186-QZEYA,9.8"
"8329-UTMVM,9.8"
"0670-ANMUU,9.8"
"2074-GUHPQ,9.8"
"0523-VNGTF,9.8"
"6077-BDPXA,9.8"
"0931-MHTEM,9.8"
"7587-AOVVU,9.8"
"2826-UWHIS,9.8"
"7176-WRTNX,9.8"
"4338-EYCER,9.8"
"0228-MAUWC,9.8"
"4558-CGYCZ,9.8"
"7271-AJDTL,9.8"
"0248-IPDFW,9.8"
"5188-HGMLP,9.8"
"3528-HFRIQ,9.8"
"6243-OZGFH,9.8"
"4608-LCIMN,9.8"
"9143-CANJF,9.8"
"4950-BDEUX,9.8"
"5947-SGKCL,9.8"
"8741-LQOBK,9.8"
"5215-LNLDJ,9.8"
"5934-RMPOV,9.8"
"4080-IIARD,9.8"
"2823-LKABH,9.8"
"9391-YZEJW,9.8"
"9391-DXGGG,9.6"
"7821-DPRQE,9.6"
"3503-TYDAY,9.6"
"2105-PHWON,9.6"
"7658-UYUQS,9.6"
"4332-MUOEZ,9.6"
"2937-FTHUR,9.6"
"2075-RMJIK,9.6"
"6921-OZMFH,9.6"
"7398-LXGYX,9.6"
"9137-UIYPG,9.6"
"2436-QBZFP,9.6"
"8495-PRWFH,9.6"
"9798-DRYDS,9.6"
"1784-EZDKJ,9.6"
"2027-WKXMW,9.6"
"5022-JNQEQ,9.6"
"6952-OMNWB,9.6"
"1478-VPOAD,9.6"
"6633-SYEUS,9.6"
"0463-ZSDNT,9.6"
"2538-OIMXF,9.6"
"6582-OIVSP,9.5"
"8920-NAVAY,9.4"
"1237-WIYYZ,9.4"
"9314-IJWSQ,9.4"
"7661-CPURM,9.4"
"9272-LSVYH,9.4"
"8107-RZLNV,9.4"
"5172-MIGPM,9.4"
"2371-KFUOG,9.4"
"5537-UXXVS,9.4"
"4989-LIXVT,9.4"
"7989-VCQOH,9.4"
"3097-PYWXL,9.4"
"9938-EKRGF,9.4"
"5095-ETBRJ,9.4"
"4366-CTOUZ,9.4"
"7277-OZCGZ,9.4"
"3689-MOZGR,9.4"
"5924-IFQTT,9.4"
"2669-QVCRG,9.4"
"6469-QJKZW,9.4"
"4660-IRIBM,9.4"
"8676-OOQEJ,9.4"
"1492-QGCLU,9.4"
"3144-KMTWZ,9.4"
"9146-JRIOX,9.4"
"8952-WCVCD,9.4"
"5349-AZPEW,9.4"
"8887-IPQNC,9.4"
"0058-EVZWM,9.2"
"4983-CLMLV,9.2"
"0130-SXOUN,9.2"
"3308-MHOOC,9.2"
"8325-QRPZR,9.2"
"7346-MEDWM,9.2"
"1346-UFHAX,9.2"
"3961-SXAXY,9.2"
"4939-KYYPY,9.2"
"7750-EYXWZ,9.2"
"7789-HKSBS,9.2"
"6341-AEVKX,9.2"
"8166-ORCHU,9.2"
"2018-PZKMU,9.2"
"7285-KLOTR,9.2"
"6199-IWKGC,9.2"
"5146-CBVOE,9.2"
"7663-CUXZB,9.2"
"5795-KTGUD,9.2"
"4083-BFNYK,9.2"
"9029-FEGVJ,9.2"
"0899-WZRSD,9.2"
"9488-FYQAU,9.2"
"8016-NCFVO,9.2"
"1656-DRSMG,9.2"
"3584-WKTTW,9.2"
"2971-SGAFL,9.0"
"1855-CFULU,9.0"
"0750-EBAIU,9.0"
"7318-EIVKO,9.0"
"5438-QMDDL,9.0"
"8735-DCXNF,9.0"
"0052-YNYOT,9.0"
"2851-STERV,9.0"
"5886-VLQVU,9.0"
"7319-VENRZ,9.0"
"4881-JVQOD,9.0"
"1169-WCVAK,9.0"
"7529-ZDFXI,9.0"
"5213-TWWJU,9.0"
"5136-RGMZO,9.0"
"8725-JEDFD,9.0"
"2639-UGMAZ,9.0"
"3709-OIJEA,9.0"
"2988-GBIVW,9.0"
"9253-VIFJQ,9.0"
"7137-NAXML,9.0"
"1810-MVMAI,9.0"
"3199-NPKCN,9.0"
"0468-YRPXN,9.0"
"7895-VONWT,9.0"
"0975-UYDTX,9.0"
"4957-TREIR,9.0"
"0975-VOOVL,9.0"
"1135-LMECX,8.92"
"6475-VHUIZ,8.8"
"5201-USSQZ,8.8"
"2731-GJRDG,8.8"
"2931-FSOHN,8.8"
"9360-OMDZZ,8.8"
"1548-FEHVL,8.8"
"5360-LJCNJ,8.8"
"5055-MGMGF,8.8"
"3487-EARAT,8.8"
"5651-WYIPH,8.8"
"7595-EHCDL,8.8"
"5701-ZIKJE,8.8"
"9115-YQHGA,8.8"
"3224-DFQNQ,8.8"
"4402-FTBXC,8.8"
"5939-XAIXZ,8.8"
"1436-ZMJAN,8.8"
"8263-OKETD,8.8"
"4280-DLSHD,8.8"
"5206-HPJKM,8.8"
"7576-ASEJU,8.8"
"3780-YVMFA,8.8"
"7554-AKDQF,8.8"
"6959-GQEGV,8.8"
"0909-SDHNU,8.8"
"5950-AAAGJ,8.8"
"2284-VFLKH,8.8"
"4003-FUSHP,8.8"
"7009-LGECI,8.8"
"6704-UTUKK,8.8"
"2067-QYTCF,8.8"
"5906-BFOZT,8.69"
"8566-YPRGL,8.69"
"0002-ORFBO,8.6"
"5515-RUGKN,8.6"
"2178-PMGCJ,8.6"
"2908-ZTPNF,8.6"
"6300-BWMJX,8.6"
"9332-GYWLO,8.6"
"5522-NYKPB,8.6"
"7110-BDTWG,8.6"
"6994-ORCWG,8.6"
"8706-HRADD,8.6"
"8456-QDAVC,8.6"
"2458-EOMRE,8.6"
"5481-NTDOH,8.6"
"5671-UUNXD,8.6"
"4389-UEFCZ,8.6"
"1219-NNDDO,8.6"
"4365-MSDYN,8.6"
"4615-PIVVU,8.6"
"0816-TSPHQ,8.6"
"8807-ARQET,8.6"
"5419-JKZNQ,8.6"
"2197-OMWGI,8.6"
"1360-JYXKQ,8.6"
"7025-IWFHT,8.6"
"7742-MYPGI,8.6"
"1064-FBXNK,8.6"
"0222-CNVPT,8.6"
"7808-DVWEP,8.6"
"2393-DIVAI,8.6"
"0822-QGCXA,8.6"
"2758-RNWXS,8.6"
"7251-LJBQN,8.6"
"9052-VKDUW,8.4"
"6650-VJONK,8.4"
"6288-LBEAR,8.4"
"2931-SVLTV,8.4"
"7921-LMDFQ,8.4"
"9027-YFHQJ,8.4"
"0856-NAOES,8.4"
"8878-RYUKI,8.4"
"1919-RTPQD,8.4"
"8970-ANWXO,8.4"
"5533-RJFTJ,8.4"
"0212-ISBBF,8.4"
"3537-RYBHH,8.4"
"9079-LWTFD,8.4"
"4860-YZGZM,8.4"
"1427-VERSM,8.4"
"8384-FZBJK,8.4"
"6908-VVYHM,8.4"
"8461-EFQYM,8.4"
"2791-SFVEW,8.4"
"3946-JEWRQ,8.4"
"6942-LBFDP,8.4"
"7143-BQIBA,8.4"
"8012-SOUDQ,8.4"
"1810-BOHSY,8.4"
"0442-ZXKVS,8.4"
"5624-RYAMH,8.4"
"2061-VVFST,8.4"
"2811-POVEX,8.4"
"7103-IPXPJ,8.4"
"0699-NDKJM,8.2"
"7928-VJYAB,8.2"
"8868-GAGIO,8.2"
"1170-SASML,8.2"
"4945-RVMTE,8.2"
"4753-PADAS,8.2"
"8445-DNBAE,8.2"
"0799-DDIHE,8.2"
"4622-YNKIJ,8.2"
"4159-NAAIX,8.2"
"6865-JZNKO,8.2"
"0959-WHOKV,8.2"
"5740-YHGTW,8.2"
"9975-SKRNR,8.2"
"1925-LFCZZ,8.2"
"8992-OBVDG,8.2"
"5443-SCMKX,8.2"
"6661-EIPZC,8.2"
"5370-IIVVL,8.2"
"5829-NVSQN,8.2"
"7576-JMYWV,8.2"
"2159-TURXX,8.2"
"3259-KNMRR,8.2"
"7516-GMHUV,8.2"
"9571-EDEBV,8.2"
"2277-DJJDL,8.2"
"5651-CPDND,8.2"
"1976-AZZPJ,8.2"
"0575-CUQOV,8.0"
"1641-RQDAY,8.0"
"3744-ZBHON,8.0"
"2683-JXWQQ,8.0"
"2432-TFSMK,8.0"
"7879-CGSFV,8.0"
"4646-QZXTF,8.0"
"6227-FBDXH,8.0"
"5630-AHZIL,8.0"
"4676-MQUEA,8.0"
"8735-IJJEG,8.0"
"9058-HRZSV,8.0"
"4220-TINQT,8.0"
"1304-SEGFY,8.0"
"8158-WPEZG,8.0"
"6723-WSNTY,8.0"
"5334-JLAXU,8.0"
"1936-UAFEH,8.0"
"6778-JFCMK,8.0"
"2305-MRGLV,8.0"
"1355-KUSBG,8.0"
"3896-RCYYE,8.0"
"1816-FLZDK,8.0"
"0516-UXRMT,8.0"
"7078-NVFAM,8.0"
"6624-JDRDS,8.0"
"7130-CTCUS,8.0"
"8992-VONJD,8.0"
"0603-OLQDC,8.0"
"0282-NVSJS,8.0"
"1228-ZLNBX,8.0"
"2924-KHUVI,8.0"
"3858-XHYJO,8.0"
"2252-JHJGE,8.0"
"4431-EDMIQ,8.0"
"8344-WFMFH,8.0"
"2001-MCUUW,8.0"
"8091-TTVAX,8.0"
"0440-MOGPM,7.8"
"3272-VUHPV,7.8"
"9314-QDMDW,7.8"
"3657-COGMW,7.8"
"6080-TCMYC,7.8"
"1230-QAJDW,7.8"
"8644-XYTSV,7.8"
"9896-UYMIE,7.8"
"1422-DGUBX,7.8"
"7766-CLTIC,7.8"
"1986-PHGZF,7.8"
"0068-FIGTF,7.8"
"7459-IMVYU,7.8"
"8201-AAXCB,7.8"
"6218-KNUBD,7.8"
"3703-TTEPD,7.8"
"3865-ZYKAD,7.8"
"4324-BZCKL,7.8"
"0326-VDYXE,7.8"
"4476-OSWTN,7.8"
"5928-QLDHB,7.8"
"7872-RDDLZ,7.8"
"4146-SVFUD,7.8"
"7799-DSEWS,7.8"
"1229-RCALF,7.8"
"8885-QSQBX,7.8"
"1353-GHZOS,7.8"
"7228-PAQPD,7.8"
"3186-AJIEK,7.8"
"2320-SLKMB,7.8"
"6655-LHBYW,7.8"
"1921-KYSAY,7.8"
"2782-LFZVW,7.8"
"8800-ZKRFW,7.8"
"6807-SIWJI,7.8"
"1423-BMPBQ,7.8"
"0384-RVBPI,7.8"
"3070-BDOQC,7.8"
"0188-GWFLE,7.76"
"3316-UWXUY,7.6"
"0667-NSRGI,7.6"
"6728-DKUCO,7.6"
"4726-DLWQN,7.6"
"1591-MQJTP,7.6"
"3071-VBYPO,7.6"
"8944-AILEF,7.6"
"5996-NRVXR,7.6"
"3094-JOJAI,7.6"
"3786-WOVKF,7.6"
"6050-FFXES,7.6"
"1703-MGIAB,7.6"
"8904-OPDCK,7.6"
"4323-OHFOW,7.6"
"6656-JWRQX,7.6"
"3402-XRIUO,7.6"
"8160-HOWOX,7.6"
"6344-SFJVH,7.6"
"6217-TOWGS,7.6"
"8905-IAZPF,7.6"
"0723-VSOBE,7.6"
"3948-FVVRP,7.6"
"9825-YCXWZ,7.6"
"5144-PQCDZ,7.6"
"4611-ANLQC,7.6"
"7883-ROJOC,7.6"
"8189-HBVRW,7.6"
"8069-YQQAJ,7.6"
"5619-PTMIK,7.6"
"4455-BFSPD,7.6"
"7982-VCELR,7.6"
"3639-XJHKQ,7.6"
"1907-YLNYW,7.6"
"9103-CXVOK,7.6"
"9701-CDXHR,7.6"
"9633-DENPU,7.4"
"4138-NAXED,7.4"
"3179-GBRWV,7.4"
"7876-BEUTG,7.4"
"6202-DYYFX,7.4"
"2252-ISRNH,7.4"
"2023-VQFDL,7.4"
"8338-QIUNR,7.4"
"1208-NBVFH,7.4"
"8547-NSBBO,7.4"
"3863-QSTYI,7.4"
"9475-NNDGC,7.4"
"5760-WRAHC,7.4"
"4822-LPTYJ,7.4"
"8050-WYBND,7.4"
"9833-TGFHX,7.4"
"5110-CHOPY,7.4"
"1265-HVPZB,7.4"
"9060-HJJRW,7.4"
"2267-FPIMA,7.4"
"7013-PSXHK,7.4"
"5709-LVOEQ,7.4"
"0003-MKNFE,7.4"
"7690-KPNCU,7.4"
"4918-FYJNT,7.4"
"4139-JPIAM,7.4"
"3904-UKFRE,7.4"
"8932-CZHRQ,7.4"
"7868-BGSZA,7.4"
"2450-ZKEED,7.4"
"0924-BJCRC,7.4"
"1264-FUHCX,7.4"
"1735-XMJVH,7.4"
"1110-KYLGQ,7.4"
"2676-OXPPQ,7.2"
"6888-SBYAI,7.2"
"9839-ETQOE,7.2"
"9114-AAFQH,7.2"
"8033-VCZGH,7.2"
"1840-BIUOG,7.2"
"6620-JDYNW,7.2"
"7794-JASDG,7.2"
"9107-UKCKY,7.2"
"3043-TYBNO,7.2"
"1958-RNRKS,7.2"
"1217-VASWC,7.2"
"0793-TWELN,7.2"
"3638-DIMPH,7.2"
"1089-HDMKP,7.2"
"9114-VEPUF,7.2"
"8111-BKVDS,7.2"
"8769-KKTPH,7.2"
"5307-UVGNB,7.2"
"2041-JIJCI,7.2"
"1334-PDUKM,7.2"
"3160-TYXLT,7.2"
"9256-JTBNZ,7.2"
"6112-KTHFQ,7.2"
"5175-WLYXL,7.2"
"7446-YPODE,7.2"
"7929-DMBCV,7.2"
"7868-TMWMZ,7.2"
"9818-XQCUV,7.2"
"1099-BTKWT,7.2"
"2085-JVGAD,7.2"
"0930-EHUZA,7.2"
"6088-BXMRG,7.2"
"0274-JKUJR,7.2"
"8404-VLQFB,7.2"
"6473-ULUHT,7.2"
"8958-JPTRR,7.2"
"4075-JFPGR,7.2"
"1142-IHLOO,7.2"
"3282-ZISZV,7.2"
"2208-NQBCT,7.2"
"3199-XGZCY,7.2"
"2640-LYMOV,7.2"
"0409-WTMPL,7.2"
"2675-IJRGJ,7.2"
"5562-BETPV,7.16"
"9770-LXDBK,7.12"
"5067-DGXLL,7.08"
"1258-YMZNM,7.0"
"7088-FBAWU,7.0"
"5351-QESIO,7.0"
"7502-BNYGS,7.0"
"9364-YKUVW,7.0"
"5168-MQQCA,7.0"
"2546-KZAAT,7.0"
"7856-GANIL,7.0"
"6652-YFFJO,7.0"
"6067-NGCEU,7.0"
"3705-RHRFR,7.0"
"2985-FMWYF,7.0"
"0106-UGRDO,7.0"
"0661-WCQNQ,7.0"
"5966-EMAZU,7.0"
"9040-KZVWO,7.0"
"1095-WGNGG,7.0"
"2065-MMKGR,7.0"
"2133-TSRRM,7.0"
"4973-RLZVI,7.0"
"6729-GDNGC,7.0"
"1768-HNVGJ,7.0"
"3629-WEAAM,7.0"
"3758-CKOQL,7.0"
"5961-VUSRV,7.0"
"6873-UDNLD,7.0"
"8671-KKKOS,7.0"
"5951-AOFIH,7.0"
"8573-CGOCC,7.0"
"5424-RLQLC,7.0"
"9774-NRNAU,7.0"
"4673-KKSLS,7.0"
"0621-HJWXJ,6.8"
"6402-SSEJG,6.8"
"8627-ZYGSZ,6.8"
"5948-UJZLF,6.8"
"2277-BKJKN,6.8"
"5574-NXZIU,6.8"
"0810-BDHAW,6.8"
"3756-VNWDH,6.8"
"6575-SUVOI,6.8"
"1471-GIQKQ,6.8"
"7923-IYJWY,6.8"
"9546-KDTRB,6.8"
"0956-ACVZC,6.8"
"5092-STPKP,6.8"
"8564-LDKFL,6.8"
"3256-EZDBI,6.8"
"8224-UAXBZ,6.8"
"9995-HOTOH,6.8"
"4929-ROART,6.8"
"9909-DFRJA,6.8"
"3807-BPOMJ,6.8"
"7610-TVOPG,6.8"
"2657-VPXTA,6.8"
"9738-QLWTP,6.8"
"1400-WIVLL,6.8"
"1347-KTTTA,6.8"
"0623-EJQEG,6.8"
"2172-EJXVF,6.8"
"4002-BQWPQ,6.8"
"2577-GVSIL,6.8"
"8739-QOTTN,6.8"
"2623-DRYAM,6.8"
"0208-BPQEJ,6.8"
"6625-UTXEW,6.8"
"9501-UKKNL,6.8"
"8294-UIMBA,6.8"
"6131-FOYAS,6.8"
"2014-MKGMH,6.8"
"2259-OUUSZ,6.8"
"0356-ERHVT,6.6"
"2542-HYGIQ,6.6"
